  Fig   Protocol          File               Metric              Value        
 fig11    gus         FileWrite-2      p92.10000000000107  176.71773746300002 
 fig11    gus         FileWrite-2      p92.11000000000108  176.71790663330003 
 fig11    gus         FileWrite-2      p92.12000000000108  176.71807580360002 
 fig11    gus         FileWrite-2      p92.13000000000109  176.71826453470004 
 fig11    gus         FileWrite-2      p92.1400000000011   176.71852084660003 
 fig11    gus         FileWrite-2      p92.1500000000011   176.71877715850002 
 fig11    gus         FileWrite-2      p92.1600000000011   176.71903347040003 
 fig11    gus         FileWrite-2      p92.17000000000111  176.71928978230002 
 fig11    gus         FileWrite-2      p92.18000000000112  176.71950542140002 
 fig11    gus         FileWrite-2      p92.19000000000112  176.71970571370002 
 fig11    gus         FileWrite-2      p92.20000000000113  176.71990600600003 
 fig11    gus         FileWrite-2      p92.21000000000113    176.7201062983   
 fig11    gus         FileWrite-2      p92.22000000000114  176.72027572460001 
 fig11    gus         FileWrite-2      p92.23000000000114    176.7203404139   
 fig11    gus         FileWrite-2      p92.24000000000115    176.7204051032   
 fig11    gus         FileWrite-2      p92.25000000000115    176.7204697925   
 fig11    gus         FileWrite-2      p92.26000000000116    176.7205344818   
 fig11    gus         FileWrite-2      p92.27000000000116    176.7205748561   
 fig11    gus         FileWrite-2      p92.28000000000117    176.7206062004   
 fig11    gus         FileWrite-2      p92.29000000000117    176.7206375447   
 fig11    gus         FileWrite-2      p92.30000000000118  176.72066888900002 
 fig11    gus         FileWrite-2      p92.31000000000118  176.72073357830004 
 fig11    gus         FileWrite-2      p92.32000000000119  176.72090941760004 
 fig11    gus         FileWrite-2      p92.33000000000119  176.72108525690004 
 fig11    gus         FileWrite-2      p92.3400000000012   176.72126109620004 
 fig11    gus         FileWrite-2      p92.3500000000012   176.72143693550004 
 fig11    gus         FileWrite-2      p92.36000000000121  176.72166682440005 
 fig11    gus         FileWrite-2      p92.37000000000121  176.72191646730005 
 fig11    gus         FileWrite-2      p92.38000000000122  176.72216611020005 
 fig11    gus         FileWrite-2      p92.39000000000122  176.72241575310005 
 fig11    gus         FileWrite-2      p92.40000000000123     176.72260856    
 fig11    gus         FileWrite-2      p92.41000000000123    176.722615229    
 fig11    gus         FileWrite-2      p92.42000000000124    176.722621898    
 fig11    gus         FileWrite-2      p92.43000000000124    176.722628567    
 fig11    gus         FileWrite-2      p92.44000000000125    176.722635236    
 fig11    gus         FileWrite-2      p92.45000000000125    176.722779572    
 fig11    gus         FileWrite-2      p92.46000000000126  176.72297341760003 
 fig11    gus         FileWrite-2      p92.47000000000126  176.72316726320003 
 fig11    gus         FileWrite-2      p92.48000000000127  176.72336110880002 
 fig11    gus         FileWrite-2      p92.49000000000127    176.7235179063   
 fig11    gus         FileWrite-2      p92.50000000000128    176.723555475    
 fig11    gus         FileWrite-2      p92.51000000000128  176.72359304370002 
 fig11    gus         FileWrite-2      p92.52000000000129    176.7236306124   
 fig11    gus         FileWrite-2      p92.5300000000013     176.7236681811   
 fig11    gus         FileWrite-2      p92.5400000000013   176.72386880040003 
 fig11    gus         FileWrite-2      p92.5500000000013   176.72412711300004 
 fig11    gus         FileWrite-2      p92.56000000000131  176.72438542560005 
 fig11    gus         FileWrite-2      p92.57000000000131  176.72464373820003 
 fig11    gus         FileWrite-2      p92.58000000000132    176.724855486    
 fig11    gus         FileWrite-2      p92.59000000000133    176.724919953    
 fig11    gus         FileWrite-2      p92.60000000000133     176.72498442    
 fig11    gus         FileWrite-2      p92.61000000000134    176.725048887    
 fig11    gus         FileWrite-2      p92.62000000000134  176.72511335400003 
 fig11    gus         FileWrite-2      p92.63000000000135    176.725167927    
 fig11    gus         FileWrite-2      p92.64000000000135  176.72521905600001 
 fig11    gus         FileWrite-2      p92.65000000000136    176.725270185    
 fig11    gus         FileWrite-2      p92.66000000000136    176.725321314    
 fig11    gus         FileWrite-2      p92.67000000000137    176.7253687642   
 fig11    gus         FileWrite-2      p92.68000000000137    176.7254047768   
 fig11    gus         FileWrite-2      p92.69000000000138    176.7254407894   
 fig11    gus         FileWrite-2      p92.70000000000138    176.725476802    
 fig11    gus         FileWrite-2      p92.71000000000139  176.72551281460002 
 fig11    gus         FileWrite-2      p92.72000000000139  176.72558327200002 
 fig11    gus         FileWrite-2      p92.7300000000014     176.725665523    
 fig11    gus         FileWrite-2      p92.7400000000014     176.725747774    
 fig11    gus         FileWrite-2      p92.7500000000014     176.725830025    
 fig11    gus         FileWrite-2      p92.76000000000141  176.72594312840002 
 fig11    gus         FileWrite-2      p92.77000000000142  176.72615053430002 
 fig11    gus         FileWrite-2      p92.78000000000142  176.72635794020002 
 fig11    gus         FileWrite-2      p92.79000000000143  176.72656534610002 
 fig11    gus         FileWrite-2      p92.80000000000143  176.72677275200002 
 fig11    gus         FileWrite-2      p92.81000000000144  176.72712134660006 
 fig11    gus         FileWrite-2      p92.82000000000144  176.72751748520005 
 fig11    gus         FileWrite-2      p92.83000000000145  176.72791362380005 
 fig11    gus         FileWrite-2      p92.84000000000145  176.72830976240007 
 fig11    gus         FileWrite-2      p92.85000000000146  176.72863314050002 
 fig11    gus         FileWrite-2      p92.86000000000146  176.72873784380002 
 fig11    gus         FileWrite-2      p92.87000000000147  176.72884254710002 
 fig11    gus         FileWrite-2      p92.88000000000147    176.7289472504   
 fig11    gus         FileWrite-2      p92.89000000000148    176.7290519537   
 fig11    gus         FileWrite-2      p92.90000000000148  176.72931747800004 
 fig11    gus         FileWrite-2      p92.91000000000149  176.72963625620005 
 fig11    gus         FileWrite-2      p92.9200000000015   176.72995503440004 
 fig11    gus         FileWrite-2      p92.9300000000015   176.73027381260005 
 fig11    gus         FileWrite-2      p92.9400000000015   176.73052942200002 
 fig11    gus         FileWrite-2      p92.95000000000151  176.73059833500002 
 fig11    gus         FileWrite-2      p92.96000000000151    176.730667248    
 fig11    gus         FileWrite-2      p92.97000000000152    176.730736161    
 fig11    gus         FileWrite-2      p92.98000000000152    176.730805074    
 fig11    gus         FileWrite-2      p92.99000000000153    176.730899142    
 fig11    gus         FileWrite-2      p93.00000000000153     176.7310014     
 fig11    gus         FileWrite-2      p93.01000000000154    176.731103658    
 fig11    gus         FileWrite-2      p93.02000000000155  176.73120591600002 
 fig11    gus         FileWrite-2      p93.03000000000155    176.7313230249   
 fig11    gus         FileWrite-2      p93.04000000000156    176.7314833032   
 fig11    gus         FileWrite-2      p93.05000000000156    176.7316435815   
 fig11    gus         FileWrite-2      p93.06000000000157    176.7318038598   
 fig11    gus         FileWrite-2      p93.07000000000157    176.7319641381   
 fig11    gus         FileWrite-2      p93.08000000000158    176.7320132724   
 fig11    gus         FileWrite-2      p93.09000000000158    176.7320268327   
 fig11    gus         FileWrite-2      p93.10000000000159    176.732040393    
 fig11    gus         FileWrite-2      p93.11000000000159    176.7320539533   
 fig11    gus         FileWrite-2      p93.1200000000016   176.73206451840002 
 fig11    gus         FileWrite-2      p93.1300000000016   176.73206651910002 
 fig11    gus         FileWrite-2      p93.1400000000016     176.7320685198   
 fig11    gus         FileWrite-2      p93.15000000000161    176.7320705205   
 fig11    gus         FileWrite-2      p93.16000000000162  176.73207252120002 
 fig11    gus         FileWrite-2      p93.17000000000162  176.73221572040003 
 fig11    gus         FileWrite-2      p93.18000000000163  176.73240334160005 
 fig11    gus         FileWrite-2      p93.19000000000163  176.73259096280003 
 fig11    gus         FileWrite-2      p93.20000000000164  176.73277858400002 
 fig11    gus         FileWrite-2      p93.21000000000164    176.7329466747   
 fig11    gus         FileWrite-2      p93.22000000000165    176.7330598254   
 fig11    gus         FileWrite-2      p93.23000000000165    176.7331729761   
 fig11    gus         FileWrite-2      p93.24000000000166    176.7332861268   
 fig11    gus         FileWrite-2      p93.25000000000166    176.7333992775   
 fig11    gus         FileWrite-2      p93.26000000000167  176.73344807400002 
 fig11    gus         FileWrite-2      p93.27000000000167    176.733476973    
 fig11    gus         FileWrite-2      p93.28000000000168    176.733505872    
 fig11    gus         FileWrite-2      p93.29000000000168    176.733534771    
 fig11    gus         FileWrite-2      p93.30000000000169  176.73364001600004 
 fig11    gus         FileWrite-2      p93.3100000000017   176.73395657120005 
 fig11    gus         FileWrite-2      p93.3200000000017   176.73427312640004 
 fig11    gus         FileWrite-2      p93.3300000000017   176.73458968160006 
 fig11    gus         FileWrite-2      p93.34000000000171  176.73490623680007 
 fig11    gus         FileWrite-2      p93.35000000000171    176.7349832395   
 fig11    gus         FileWrite-2      p93.36000000000172    176.7349874632   
 fig11    gus         FileWrite-2      p93.37000000000172    176.7349916869   
 fig11    gus         FileWrite-2      p93.38000000000173    176.7349959106   
 fig11    gus         FileWrite-2      p93.39000000000173    176.735006761    
 fig11    gus         FileWrite-2      p93.40000000000174     176.73503566    
 fig11    gus         FileWrite-2      p93.41000000000174    176.735064559    
 fig11    gus         FileWrite-2      p93.42000000000175    176.735093458    
 fig11    gus         FileWrite-2      p93.43000000000175    176.735122357    
 fig11    gus         FileWrite-2      p93.44000000000176  176.73520621120002 
 fig11    gus         FileWrite-2      p93.45000000000176  176.73530646850003 
 fig11    gus         FileWrite-2      p93.46000000000177    176.7354067258   
 fig11    gus         FileWrite-2      p93.47000000000178    176.7355069831   
 fig11    gus         FileWrite-2      p93.48000000000178  176.73563327280004 
 fig11    gus         FileWrite-2      p93.49000000000179  176.73582934140003 
 fig11    gus         FileWrite-2      p93.50000000000179  176.73602541000002 
 fig11    gus         FileWrite-2      p93.5100000000018   176.73622147860002 
 fig11    gus         FileWrite-2      p93.5200000000018   176.73641754720003 
 fig11    gus         FileWrite-2      p93.5300000000018     176.7365035998   
 fig11    gus         FileWrite-2      p93.54000000000181    176.7365573964   
 fig11    gus         FileWrite-2      p93.55000000000182  176.73661119300002 
 fig11    gus         FileWrite-2      p93.56000000000182    176.7366649896   
 fig11    gus         FileWrite-2      p93.57000000000183    176.7367124929   
 fig11    gus         FileWrite-2      p93.58000000000183    176.7367433926   
 fig11    gus         FileWrite-2      p93.59000000000184    176.7367742923   
 fig11    gus         FileWrite-2      p93.60000000000184    176.736805192    
 fig11    gus         FileWrite-2      p93.61000000000185    176.7368360917   
 fig11    gus         FileWrite-2      p93.62000000000185    176.736872342    
 fig11    gus         FileWrite-2      p93.63000000000186    176.736910133    
 fig11    gus         FileWrite-2      p93.64000000000186    176.736947924    
 fig11    gus         FileWrite-2      p93.65000000000187    176.736985715    
 fig11    gus         FileWrite-2      p93.66000000000187  176.73716595500008 
 fig11    gus         FileWrite-2      p93.67000000000188  176.7377161475001  
 fig11    gus         FileWrite-2      p93.68000000000188  176.7382663400001  
 fig11    gus         FileWrite-2      p93.69000000000189  176.7388165325001  
 fig11    gus         FileWrite-2      p93.70000000000189  176.7393667250001  
 fig11    gus         FileWrite-2      p93.7100000000019   176.73963565160003 
 fig11    gus         FileWrite-2      p93.7200000000019   176.73982505120003 
 fig11    gus         FileWrite-2      p93.73000000000191  176.74001445080003 
 fig11    gus         FileWrite-2      p93.74000000000191  176.74020385040004 
 fig11    gus         FileWrite-2      p93.75000000000192     176.7403475     
 fig11    gus         FileWrite-2      p93.76000000000192  176.74037417600002 
 fig11    gus         FileWrite-2      p93.77000000000193  176.74040085200002 
 fig11    gus         FileWrite-2      p93.78000000000193  176.74042752800003 
 fig11    gus         FileWrite-2      p93.79000000000194  176.74045420400003 
 fig11    gus         FileWrite-2      p93.80000000000194  176.74048958000003 
 fig11    gus         FileWrite-2      p93.81000000000195    176.740527371    
 fig11    gus         FileWrite-2      p93.82000000000195  176.74056516200002 
 fig11    gus         FileWrite-2      p93.83000000000196    176.740602953    
 fig11    gus         FileWrite-2      p93.84000000000196  176.74066987920003 
 fig11    gus         FileWrite-2      p93.85000000000197  176.74081015050004 
 fig11    gus         FileWrite-2      p93.86000000000197  176.74095042180005 
 fig11    gus         FileWrite-2      p93.87000000000198  176.74109069310003 
 fig11    gus         FileWrite-2      p93.88000000000198  176.74123096440005 
 fig11    gus         FileWrite-2      p93.89000000000199  176.74141491070006 
 fig11    gus         FileWrite-2       p93.900000000002   176.74161075700005 
 fig11    gus         FileWrite-2       p93.910000000002   176.74180660330003 
 fig11    gus         FileWrite-2       p93.920000000002   176.74200244960005 
 fig11    gus         FileWrite-2      p93.93000000000201    176.7421522879   
 fig11    gus         FileWrite-2      p93.94000000000202    176.7421880782   
 fig11    gus         FileWrite-2      p93.95000000000202    176.7422238685   
 fig11    gus         FileWrite-2      p93.96000000000203    176.7422596588   
 fig11    gus         FileWrite-2      p93.97000000000203    176.7422954491   
 fig11    gus         FileWrite-2      p93.98000000000204    176.742353866    
 fig11    gus         FileWrite-2      p93.99000000000204  176.74241833300002 
 fig11    gus         FileWrite-2      p94.00000000000205     176.7424828     
 fig11    gus         FileWrite-2      p94.01000000000205  176.74254726700002 
 fig11    gus         FileWrite-2      p94.02000000000206    176.7426059846   
 fig11    gus         FileWrite-2      p94.03000000000206    176.7426506669   
 fig11    gus         FileWrite-2      p94.04000000000207    176.7426953492   
 fig11    gus         FileWrite-2      p94.05000000000207    176.7427400315   
 fig11    gus         FileWrite-2      p94.06000000000208    176.7427847138   
 fig11    gus         FileWrite-2      p94.07000000000208  176.74281865400002 
 fig11    gus         FileWrite-2      p94.08000000000209    176.742849776    
 fig11    gus         FileWrite-2      p94.09000000000209    176.742880898    
 fig11    gus         FileWrite-2      p94.1000000000021      176.74291202    
 fig11    gus         FileWrite-2      p94.1100000000021   176.74296873960003 
 fig11    gus         FileWrite-2      p94.12000000000211  176.74308700320003 
 fig11    gus         FileWrite-2      p94.13000000000211  176.74320526680003 
 fig11    gus         FileWrite-2      p94.14000000000212  176.74332353040003 
 fig11    gus         FileWrite-2      p94.15000000000212  176.74344179400003 
 fig11    gus         FileWrite-2      p94.16000000000213  176.74351550400002 
 fig11    gus         FileWrite-2      p94.17000000000213    176.743577748    
 fig11    gus         FileWrite-2      p94.18000000000214    176.743639992    
 fig11    gus         FileWrite-2      p94.19000000000214  176.74370223600002 
 fig11    gus         FileWrite-2      p94.20000000000215  176.74379622600003 
 fig11    gus         FileWrite-2      p94.21000000000215  176.74396539630004 
 fig11    gus         FileWrite-2      p94.22000000000216  176.74413456660002 
 fig11    gus         FileWrite-2      p94.23000000000216  176.74430373690004 
 fig11    gus         FileWrite-2      p94.24000000000217  176.74447290720005 
 fig11    gus         FileWrite-2      p94.25000000000217  176.74506186500014 
 fig11    gus         FileWrite-2      p94.26000000000218  176.74575677480016 
 fig11    gus         FileWrite-2      p94.27000000000218  176.74645168460015 
 fig11    gus         FileWrite-2      p94.28000000000219  176.74714659440016 
 fig11    gus         FileWrite-2      p94.2900000000022   176.74773598480007 
 fig11    gus         FileWrite-2      p94.3000000000022   176.7480792160001  
 fig11    gus         FileWrite-2      p94.3100000000022   176.74842244720008 
 fig11    gus         FileWrite-2      p94.32000000000221  176.74876567840008 
 fig11    gus         FileWrite-2      p94.33000000000222  176.74910890960007 
 fig11    gus         FileWrite-2      p94.34000000000222    176.7492035518   
 fig11    gus         FileWrite-2      p94.35000000000223    176.7492366745   
 fig11    gus         FileWrite-2      p94.36000000000223  176.74926979720001 
 fig11    gus         FileWrite-2      p94.37000000000224    176.7493029199   
 fig11    gus         FileWrite-2      p94.38000000000224  176.74941847280007 
 fig11    gus         FileWrite-2      p94.39000000000225  176.74972346840008 
 fig11    gus         FileWrite-2      p94.40000000000225  176.75002846400005 
 fig11    gus         FileWrite-2      p94.41000000000226  176.75033345960006 
 fig11    gus         FileWrite-2      p94.42000000000226  176.75063845520006 
 fig11    gus         FileWrite-2      p94.43000000000227  176.75082179880002 
 fig11    gus         FileWrite-2      p94.44000000000227  176.75097563040003 
 fig11    gus         FileWrite-2      p94.45000000000228  176.75112946200002 
 fig11    gus         FileWrite-2      p94.46000000000228    176.7512832936   
 fig11    gus         FileWrite-2      p94.47000000000229  176.75147934720005 
 fig11    gus         FileWrite-2      p94.48000000000229  176.75177100480005 
 fig11    gus         FileWrite-2      p94.4900000000023   176.75206266240005 
 fig11    gus         FileWrite-2      p94.5000000000023   176.75235432000005 
 fig11    gus         FileWrite-2      p94.51000000000231  176.75264597760005 
 fig11    gus         FileWrite-2      p94.52000000000231    176.7527075676   
 fig11    gus         FileWrite-2      p94.53000000000232  176.75271445890002 
 fig11    gus         FileWrite-2      p94.54000000000232    176.7527213502   
 fig11    gus         FileWrite-2      p94.55000000000233    176.7527282415   
 fig11    gus         FileWrite-2      p94.56000000000233  176.75282188960009 
 fig11    gus         FileWrite-2      p94.57000000000234  176.75310910120007 
 fig11    gus         FileWrite-2      p94.58000000000234  176.75339631280008 
 fig11    gus         FileWrite-2      p94.59000000000235  176.7536835244001  
 fig11    gus         FileWrite-2      p94.60000000000235  176.75397073600007 
 fig11    gus         FileWrite-2      p94.61000000000236    176.754037621    
 fig11    gus         FileWrite-2      p94.62000000000236    176.754053182    
 fig11    gus         FileWrite-2      p94.63000000000237    176.754068743    
 fig11    gus         FileWrite-2      p94.64000000000237    176.754084304    
 fig11    gus         FileWrite-2      p94.65000000000238     176.75410751    
 fig11    gus         FileWrite-2      p94.66000000000238  176.75414752400002 
 fig11    gus         FileWrite-2      p94.67000000000239  176.75418753800002 
 fig11    gus         FileWrite-2      p94.6800000000024     176.754227552    
 fig11    gus         FileWrite-2      p94.6900000000024     176.754267566    
 fig11    gus         FileWrite-2      p94.7000000000024   176.75444731200005 
 fig11    gus         FileWrite-2      p94.71000000000241  176.75465894160004 
 fig11    gus         FileWrite-2      p94.72000000000241  176.75487057120006 
 fig11    gus         FileWrite-2      p94.73000000000242  176.75508220080005 
 fig11    gus         FileWrite-2      p94.74000000000242  176.7553676808001  
 fig11    gus         FileWrite-2      p94.75000000000243  176.7558131700001  
 fig11    gus         FileWrite-2      p94.76000000000244  176.75625865920009 
 fig11    gus         FileWrite-2      p94.77000000000244  176.7567041484001  
 fig11    gus         FileWrite-2      p94.78000000000245  176.7571496376001  
 fig11    gus         FileWrite-2      p94.79000000000245    176.757263706    
 fig11    gus         FileWrite-2      p94.80000000000246     176.75730372    
 fig11    gus         FileWrite-2      p94.81000000000246    176.757343734    
 fig11    gus         FileWrite-2      p94.82000000000247    176.757383748    
 fig11    gus         FileWrite-2      p94.83000000000247  176.7576944582002  
 fig11    gus         FileWrite-2      p94.84000000000248  176.75858321360022 
 fig11    gus         FileWrite-2      p94.85000000000248  176.7594719690002  
 fig11    gus         FileWrite-2      p94.86000000000249  176.76036072440021 
 fig11    gus         FileWrite-2      p94.87000000000249  176.7612494798002  
 fig11    gus         FileWrite-2      p94.8800000000025   176.76181629920012 
 fig11    gus         FileWrite-2      p94.8900000000025   176.76231269510012 
 fig11    gus         FileWrite-2      p94.9000000000025   176.76280909100012 
 fig11    gus         FileWrite-2      p94.91000000000251  176.76330548690012 
 fig11    gus         FileWrite-2      p94.92000000000252    176.7636485156   
 fig11    gus         FileWrite-2      p94.93000000000252    176.7636687449   
 fig11    gus         FileWrite-2      p94.94000000000253  176.76368897420002 
 fig11    gus         FileWrite-2      p94.95000000000253    176.7637092035   
 fig11    gus         FileWrite-2      p94.96000000000254    176.7637294328   
 fig11    gus         FileWrite-2      p94.97000000000254    176.763734831    
 fig11    gus         FileWrite-2      p94.98000000000255  176.76373705400002 
 fig11    gus         FileWrite-2      p94.99000000000255    176.763739277    
 fig11    gus         FileWrite-2      p95.00000000000256     176.7637415     
 fig11    gus         FileWrite-2      p95.01000000000256  176.76376982330004 
 fig11    gus         FileWrite-2      p95.02000000000257  176.76385229660002 
 fig11    gus         FileWrite-2      p95.03000000000257  176.76393476990003 
 fig11    gus         FileWrite-2      p95.04000000000258  176.76401724320002 
 fig11    gus         FileWrite-2      p95.05000000000258  176.76409971650003 
 fig11    gus         FileWrite-2      p95.06000000000259  176.76411951400001 
 fig11    gus         FileWrite-2      p95.0700000000026     176.764126183    
 fig11    gus         FileWrite-2      p95.0800000000026     176.764132852    
 fig11    gus         FileWrite-2      p95.0900000000026     176.764139521    
 fig11    gus         FileWrite-2      p95.10000000000261  176.76424276900008 
 fig11    gus         FileWrite-2      p95.11000000000261  176.76454354090006 
 fig11    gus         FileWrite-2      p95.12000000000262  176.76484431280008 
 fig11    gus         FileWrite-2      p95.13000000000262  176.7651450847001  
 fig11    gus         FileWrite-2      p95.14000000000263  176.76544585660008 
 fig11    gus         FileWrite-2      p95.15000000000263  176.76549884500002 
 fig11    gus         FileWrite-2      p95.16000000000264  176.76550106800002 
 fig11    gus         FileWrite-2      p95.17000000000264  176.76550329100002 
 fig11    gus         FileWrite-2      p95.18000000000265    176.765505514    
 fig11    gus         FileWrite-2      p95.19000000000266  176.76557561470005 
 fig11    gus         FileWrite-2      p95.20000000000266  176.76578257600005 
 fig11    gus         FileWrite-2      p95.21000000000267  176.76598953730007 
 fig11    gus         FileWrite-2      p95.22000000000267  176.76619649860007 
 fig11    gus         FileWrite-2      p95.23000000000268  176.76640345990006 
 fig11    gus         FileWrite-2      p95.24000000000268  176.76681117800013 
 fig11    gus         FileWrite-2      p95.25000000000269  176.7672591125001  
 fig11    gus         FileWrite-2      p95.26000000000269  176.7677070470001  
 fig11    gus         FileWrite-2      p95.2700000000027   176.76815498150012 
 fig11    gus         FileWrite-2      p95.2800000000027   176.76848194160002 
 fig11    gus         FileWrite-2      p95.2900000000027     176.7685684163   
 fig11    gus         FileWrite-2      p95.30000000000271    176.768654891    
 fig11    gus         FileWrite-2      p95.31000000000272  176.76874136570004 
 fig11    gus         FileWrite-2      p95.32000000000272  176.76882784040004 
 fig11    gus         FileWrite-2      p95.33000000000273  176.76893513590002 
 fig11    gus         FileWrite-2      p95.34000000000273  176.76904650820003 
 fig11    gus         FileWrite-2      p95.35000000000274  176.76915788050002 
 fig11    gus         FileWrite-2      p95.36000000000274  176.76926925280003 
 fig11    gus         FileWrite-2      p95.37000000000275  176.76938588210004 
 fig11    gus         FileWrite-2      p95.38000000000275  176.76951281540002 
 fig11    gus         FileWrite-2      p95.39000000000276  176.76963974870003 
 fig11    gus         FileWrite-2      p95.40000000000276  176.76976668200004 
 fig11    gus         FileWrite-2      p95.41000000000277  176.76989361530005 
 fig11    gus         FileWrite-2      p95.42000000000277  176.76995691800002 
 fig11    gus         FileWrite-2      p95.43000000000278    176.770008047    
 fig11    gus         FileWrite-2      p95.44000000000278  176.77005917600002 
 fig11    gus         FileWrite-2      p95.45000000000279    176.770110305    
 fig11    gus         FileWrite-2      p95.4600000000028     176.7701493818   
 fig11    gus         FileWrite-2      p95.4700000000028     176.7701651651   
 fig11    gus         FileWrite-2      p95.4800000000028     176.7701809484   
 fig11    gus         FileWrite-2      p95.49000000000281    176.7701967317   
 fig11    gus         FileWrite-2      p95.50000000000281    176.770212515    
 fig11    gus         FileWrite-2      p95.51000000000282  176.77057349220013 
 fig11    gus         FileWrite-2      p95.52000000000282  176.77099897440013 
 fig11    gus         FileWrite-2      p95.53000000000283  176.77142445660013 
 fig11    gus         FileWrite-2      p95.54000000000283  176.77184993880013 
 fig11    gus         FileWrite-2      p95.55000000000284    176.772131295    
 fig11    gus         FileWrite-2      p95.56000000000284    176.772137964    
 fig11    gus         FileWrite-2      p95.57000000000285    176.772144633    
 fig11    gus         FileWrite-2      p95.58000000000285    176.772151302    
 fig11    gus         FileWrite-2      p95.59000000000286  176.77215797099998 
 fig11    gus         FileWrite-2      p95.60000000000286  176.77256207200014 
 fig11    gus         FileWrite-2      p95.61000000000287  176.77303868320013 
 fig11    gus         FileWrite-2      p95.62000000000288  176.77351529440014 
 fig11    gus         FileWrite-2      p95.63000000000288  176.77399190560013 
 fig11    gus         FileWrite-2      p95.64000000000289  176.77435094120005 
 fig11    gus         FileWrite-2      p95.65000000000289  176.77448898950004 
 fig11    gus         FileWrite-2      p95.6600000000029   176.77462703780003 
 fig11    gus         FileWrite-2      p95.6700000000029   176.77476508610005 
 fig11    gus         FileWrite-2      p95.6800000000029   176.77490313440003 
 fig11    gus         FileWrite-2      p95.69000000000291  176.77494475700001 
 fig11    gus         FileWrite-2      p95.70000000000292     176.77496921    
 fig11    gus         FileWrite-2      p95.71000000000292    176.774993663    
 fig11    gus         FileWrite-2      p95.72000000000293    176.775018116    
 fig11    gus         FileWrite-2      p95.73000000000293  176.7751378407001  
 fig11    gus         FileWrite-2      p95.74000000000294  176.7754341666001  
 fig11    gus         FileWrite-2      p95.75000000000294  176.7757304925001  
 fig11    gus         FileWrite-2      p95.76000000000295  176.77602681840008 
 fig11    gus         FileWrite-2      p95.77000000000295  176.77632314430008 
 fig11    gus         FileWrite-2      p95.78000000000296    176.776374576    
 fig11    gus         FileWrite-2      p95.79000000000296    176.776383468    
 fig11    gus         FileWrite-2      p95.80000000000297  176.77639236000002 
 fig11    gus         FileWrite-2      p95.81000000000297    176.776401252    
 fig11    gus         FileWrite-2      p95.82000000000298  176.77645030860003 
 fig11    gus         FileWrite-2      p95.83000000000298  176.77657279590005 
 fig11    gus         FileWrite-2      p95.84000000000299  176.77669528320004 
 fig11    gus         FileWrite-2      p95.85000000000299  176.77681777050003 
 fig11    gus         FileWrite-2       p95.860000000003   176.77694025780005 
 fig11    gus         FileWrite-2       p95.870000000003   176.77708745810006 
 fig11    gus         FileWrite-2      p95.88000000000301  176.77723884440005 
 fig11    gus         FileWrite-2      p95.89000000000301  176.77739023070004 
 fig11    gus         FileWrite-2      p95.90000000000302  176.77754161700005 
 fig11    gus         FileWrite-2      p95.91000000000302    176.7776390793   
 fig11    gus         FileWrite-2      p95.92000000000303    176.7776393016   
 fig11    gus         FileWrite-2      p95.93000000000303  176.77763952389998 
 fig11    gus         FileWrite-2      p95.94000000000304  176.77763974619998 
 fig11    gus         FileWrite-2      p95.95000000000304  176.77763996849998 
 fig11    gus         FileWrite-2      p95.96000000000305    176.777643816    
 fig11    gus         FileWrite-2      p95.97000000000305  176.77764826199999 
 fig11    gus         FileWrite-2      p95.98000000000306    176.777652708    
 fig11    gus         FileWrite-2      p95.99000000000306    176.777657154    
 fig11    gus         FileWrite-2      p96.00000000000307  176.77789000000018 
 fig11    gus         FileWrite-2      p96.01000000000307  176.7785291125002  
 fig11    gus         FileWrite-2      p96.02000000000308  176.77916822500018 
 fig11    gus         FileWrite-2      p96.03000000000308  176.7798073375002  
 fig11    gus         FileWrite-2      p96.04000000000309  176.78044645000017 
 fig11    gus         FileWrite-2      p96.0500000000031   176.7811353525002  
 fig11    gus         FileWrite-2      p96.0600000000031   176.7818322630002  
 fig11    gus         FileWrite-2      p96.0700000000031   176.78252917350022 
 fig11    gus         FileWrite-2      p96.08000000000311  176.7832260840002  
 fig11    gus         FileWrite-2      p96.09000000000312  176.78370639570002 
 fig11    gus         FileWrite-2      p96.10000000000312  176.78380665300003 
 fig11    gus         FileWrite-2      p96.11000000000313  176.78390691030003 
 fig11    gus         FileWrite-2      p96.12000000000313  176.78400716760004 
 fig11    gus         FileWrite-2      p96.13000000000314  176.78410742490004 
 fig11    gus         FileWrite-2      p96.14000000000314  176.78430224460007 
 fig11    gus         FileWrite-2      p96.15000000000315  176.78451187350007 
 fig11    gus         FileWrite-2      p96.16000000000315  176.78472150240006 
 fig11    gus         FileWrite-2      p96.17000000000316  176.78493113130008 
 fig11    gus         FileWrite-2      p96.18000000000316  176.7851821928001  
 fig11    gus         FileWrite-2      p96.19000000000317  176.7855049724001  
 fig11    gus         FileWrite-2      p96.20000000000317  176.7858277520001  
 fig11    gus         FileWrite-2      p96.21000000000318  176.7861505316001  
 fig11    gus         FileWrite-2      p96.22000000000318  176.7864733112001  
 fig11    gus         FileWrite-2      p96.23000000000319  176.78686399160014 
 fig11    gus         FileWrite-2      p96.24000000000319  176.78726502080013 
 fig11    gus         FileWrite-2      p96.2500000000032   176.78766605000013 
 fig11    gus         FileWrite-2      p96.2600000000032   176.78806707920012 
 fig11    gus         FileWrite-2      p96.27000000000321  176.78836770010005 
