  Fig   Protocol          File               Metric              Value        
 fig11   gryff         FileRead-1      p95.94000000000304      88.850848      
 fig11   gryff         FileRead-1      p95.95000000000304    88.8509879035    
 fig11   gryff         FileRead-1      p95.96000000000305  88.85114224120004  
 fig11   gryff         FileRead-1      p95.97000000000305  88.85129802210007  
 fig11   gryff         FileRead-1      p95.98000000000306  88.85151707460005  
 fig11   gryff         FileRead-1      p95.99000000000306  88.85173669130008  
 fig11   gryff         FileRead-1      p96.00000000000307  88.85194300000005  
 fig11   gryff         FileRead-1      p96.01000000000307  88.85228951800005  
 fig11   gryff         FileRead-1      p96.02000000000308  88.85246717940021  
 fig11   gryff         FileRead-1      p96.03000000000308  88.85281683900018  
 fig11   gryff         FileRead-1      p96.04000000000309  88.85311862920013  
 fig11   gryff         FileRead-1      p96.0500000000031   88.85341366800007  
 fig11   gryff         FileRead-1      p96.0600000000031   88.85373255400002  
 fig11   gryff         FileRead-1      p96.0700000000031    88.8540666520001  
 fig11   gryff         FileRead-1      p96.08000000000311    88.8545024848    
 fig11   gryff         FileRead-1      p96.09000000000312  88.85458609330003  
 fig11   gryff         FileRead-1      p96.10000000000312   88.8547956300001  
 fig11   gryff         FileRead-1      p96.11000000000313  88.85503359030012  
 fig11   gryff         FileRead-1      p96.12000000000313  88.85560718000005  
 fig11   gryff         FileRead-1      p96.13000000000314  88.85592672610004  
 fig11   gryff         FileRead-1      p96.14000000000314  88.85603744020003  
 fig11   gryff         FileRead-1      p96.15000000000315    88.8561878095    
 fig11   gryff         FileRead-1      p96.16000000000315  88.85638474880002  
 fig11   gryff         FileRead-1      p96.17000000000316  88.85656180920009  
 fig11   gryff         FileRead-1      p96.18000000000316     88.856699954    
 fig11   gryff         FileRead-1      p96.19000000000317  88.85700667500022  
 fig11   gryff         FileRead-1      p96.20000000000317  88.85714573200005  
 fig11   gryff         FileRead-1      p96.21000000000318  88.85729217060015  
 fig11   gryff         FileRead-1      p96.22000000000318  88.85764087940014  
 fig11   gryff         FileRead-1      p96.23000000000319  88.85777876690005  
 fig11   gryff         FileRead-1      p96.24000000000319  88.85795034400002  
 fig11   gryff         FileRead-1      p96.2500000000032   88.85807786250001  
 fig11   gryff         FileRead-1      p96.2600000000032    88.8583637160002  
 fig11   gryff         FileRead-1      p96.27000000000321  88.85859854180006  
 fig11   gryff         FileRead-1      p96.28000000000321  88.85878645200003  
 fig11   gryff         FileRead-1      p96.29000000000322  88.85888181770002  
 fig11   gryff         FileRead-1      p96.30000000000322  88.85903517000003  
 fig11   gryff         FileRead-1      p96.31000000000323   88.8591413073001  
 fig11   gryff         FileRead-1      p96.32000000000323  88.85936969760007  
 fig11   gryff         FileRead-1      p96.33000000000324  88.85956512410002  
 fig11   gryff         FileRead-1      p96.34000000000324  88.85994883800018  
 fig11   gryff         FileRead-1      p96.35000000000325  88.86010390450004  
 fig11   gryff         FileRead-1      p96.36000000000325  88.86039146120008  
 fig11   gryff         FileRead-1      p96.37000000000326  88.86053367210006  
 fig11   gryff         FileRead-1      p96.38000000000326  88.86077107000004  
 fig11   gryff         FileRead-1      p96.39000000000327  88.86101290100004  
 fig11   gryff         FileRead-1      p96.40000000000327  88.86125609200018  
 fig11   gryff         FileRead-1      p96.41000000000328      88.861668      
 fig11   gryff         FileRead-1      p96.42000000000328  88.86177082600001  
 fig11   gryff         FileRead-1      p96.43000000000329   88.8619574911001  
 fig11   gryff         FileRead-1      p96.4400000000033   88.86219785600007  
 fig11   gryff         FileRead-1      p96.4500000000033   88.86242192150013  
 fig11   gryff         FileRead-1      p96.4600000000033   88.86285345020003  
 fig11   gryff         FileRead-1      p96.47000000000331  88.86295404700016  
 fig11   gryff         FileRead-1      p96.48000000000332    88.8632595984    
 fig11   gryff         FileRead-1      p96.49000000000332  88.86343662330009  
 fig11   gryff         FileRead-1      p96.50000000000333  88.86355461000002  
 fig11   gryff         FileRead-1      p96.51000000000333  88.86367401500004  
 fig11   gryff         FileRead-1      p96.52000000000334  88.86373378000005  
 fig11   gryff         FileRead-1      p96.53000000000334  88.86388253380007  
 fig11   gryff         FileRead-1      p96.54000000000335      88.863982      
 fig11   gryff         FileRead-1      p96.55000000000335  88.86435185650028  
 fig11   gryff         FileRead-1      p96.56000000000336  88.86479025520003  
 fig11   gryff         FileRead-1      p96.57000000000336    88.8654976968    
 fig11   gryff         FileRead-1      p96.58000000000337  88.86562625800015  
 fig11   gryff         FileRead-1      p96.59000000000337  88.86612885570037  
 fig11   gryff         FileRead-1      p96.60000000000338  88.86657629800014  
 fig11   gryff         FileRead-1      p96.61000000000338  88.86682175310001  
 fig11   gryff         FileRead-1      p96.62000000000339  88.86690070660013  
 fig11   gryff         FileRead-1      p96.63000000000339  88.86722640790015  
 fig11   gryff         FileRead-1      p96.6400000000034   88.86770111520008  
 fig11   gryff         FileRead-1      p96.6500000000034   88.86776359600002  
 fig11   gryff         FileRead-1      p96.66000000000341  88.86780702620001  
 fig11   gryff         FileRead-1      p96.67000000000341  88.86809708990005  
 fig11   gryff         FileRead-1      p96.68000000000342  88.86850533720013  
 fig11   gryff         FileRead-1      p96.69000000000342  88.86885954070004  
 fig11   gryff         FileRead-1      p96.70000000000343  88.86909062900017  
 fig11   gryff         FileRead-1      p96.71000000000343  88.86930585200004  
 fig11   gryff         FileRead-1      p96.72000000000344      88.869883      
 fig11   gryff         FileRead-1      p96.73000000000344  88.86995180110002  
 fig11   gryff         FileRead-1      p96.74000000000345    88.8701237322    
 fig11   gryff         FileRead-1      p96.75000000000345  88.87023360500002  
 fig11   gryff         FileRead-1      p96.76000000000346  88.87048433880021  
 fig11   gryff         FileRead-1      p96.77000000000346  88.87108178690005  
 fig11   gryff         FileRead-1      p96.78000000000347  88.87128820600009  
 fig11   gryff         FileRead-1      p96.79000000000347   88.8715754057003  
 fig11   gryff         FileRead-1      p96.80000000000348     88.871891536    
 fig11   gryff         FileRead-1      p96.81000000000348  88.87215214530022  
 fig11   gryff         FileRead-1      p96.82000000000349  88.87245074340004  
 fig11   gryff         FileRead-1      p96.8300000000035   88.87275597000028  
 fig11   gryff         FileRead-1      p96.8400000000035   88.87298318640008  
 fig11   gryff         FileRead-1      p96.8500000000035   88.87308818100004  
 fig11   gryff         FileRead-1      p96.86000000000351  88.87335899820003  
 fig11   gryff         FileRead-1      p96.87000000000351  88.87349988290013  
 fig11   gryff         FileRead-1      p96.88000000000352  88.87398125600029  
 fig11   gryff         FileRead-1      p96.89000000000352  88.87422374670005  
 fig11   gryff         FileRead-1      p96.90000000000353  88.87455543700014  
 fig11   gryff         FileRead-1      p96.91000000000354   88.8748372300001  
 fig11   gryff         FileRead-1      p96.92000000000354  88.87507299960002  
 fig11   gryff         FileRead-1      p96.93000000000355  88.87534184890015  
 fig11   gryff         FileRead-1      p96.94000000000355  88.87563149400017  
 fig11   gryff         FileRead-1      p96.95000000000356   88.8761345815001  
 fig11   gryff         FileRead-1      p96.96000000000356  88.87632847200018  
 fig11   gryff         FileRead-1      p96.97000000000357  88.87656886820021  
 fig11   gryff         FileRead-1      p96.98000000000357  88.87690894000009  
 fig11   gryff         FileRead-1      p96.99000000000358  88.87715243210005  
 fig11   gryff         FileRead-1      p97.00000000000358  88.87745399000003  
 fig11   gryff         FileRead-1      p97.01000000000359  88.87788600670004  
 fig11   gryff         FileRead-1      p97.02000000000359  88.87819901200001  
 fig11   gryff         FileRead-1      p97.0300000000036   88.87827491710007  
 fig11   gryff         FileRead-1      p97.0400000000036   88.87875597600024  
 fig11   gryff         FileRead-1      p97.0500000000036   88.87895386500001  
 fig11   gryff         FileRead-1      p97.06000000000361  88.87911572560009  
 fig11   gryff         FileRead-1      p97.07000000000362  88.87931054200003  
 fig11   gryff         FileRead-1      p97.08000000000362  88.87951622040002  
 fig11   gryff         FileRead-1      p97.09000000000363  88.88015606200007  
 fig11   gryff         FileRead-1      p97.10000000000363  88.88035352700003  
 fig11   gryff         FileRead-1      p97.11000000000364    88.8804418996    
 fig11   gryff         FileRead-1      p97.12000000000364  88.88072750400015  
 fig11   gryff         FileRead-1      p97.13000000000365  88.88118520710005  
 fig11   gryff         FileRead-1      p97.14000000000365  88.88140676800003  
 fig11   gryff         FileRead-1      p97.15000000000366  88.88173961050009  
 fig11   gryff         FileRead-1      p97.16000000000366  88.88185622000016  
 fig11   gryff         FileRead-1      p97.17000000000367  88.88219992300023  
 fig11   gryff         FileRead-1      p97.18000000000367  88.88278223340002  
 fig11   gryff         FileRead-1      p97.19000000000368  88.88303889330001  
 fig11   gryff         FileRead-1      p97.20000000000368  88.88352428000009  
 fig11   gryff         FileRead-1      p97.21000000000369  88.88396556500005  
 fig11   gryff         FileRead-1      p97.2200000000037   88.88413430260006  
 fig11   gryff         FileRead-1      p97.2300000000037   88.88429303800002  
 fig11   gryff         FileRead-1      p97.2400000000037   88.88455546920001  
 fig11   gryff         FileRead-1      p97.25000000000371  88.88506251000001  
 fig11   gryff         FileRead-1      p97.26000000000371  88.88517626800007  
 fig11   gryff         FileRead-1      p97.27000000000372  88.88551224390018  
 fig11   gryff         FileRead-1      p97.28000000000372  88.88595475520019  
 fig11   gryff         FileRead-1      p97.29000000000373  88.88644500270017  
 fig11   gryff         FileRead-1      p97.30000000000373  88.88666713900024  
 fig11   gryff         FileRead-1      p97.31000000000374  88.88703213730011  
 fig11   gryff         FileRead-1      p97.32000000000374  88.88745356760023  
 fig11   gryff         FileRead-1      p97.33000000000375  88.88815179190014  
 fig11   gryff         FileRead-1      p97.34000000000376  88.88846051000004  
 fig11   gryff         FileRead-1      p97.35000000000376  88.88886066950013  
 fig11   gryff         FileRead-1      p97.36000000000377  88.88907475280016  
 fig11   gryff         FileRead-1      p97.37000000000377  88.88956722000022  
 fig11   gryff         FileRead-1      p97.38000000000378       88.88966      
 fig11   gryff         FileRead-1      p97.39000000000378  88.89003647100014  
 fig11   gryff         FileRead-1      p97.40000000000379  88.89060383800025  
 fig11   gryff         FileRead-1      p97.41000000000379   88.8910462719015  
 fig11   gryff         FileRead-1      p97.4200000000038    88.8928978852001  
 fig11   gryff         FileRead-1      p97.4300000000038   88.89301894510007  
 fig11   gryff         FileRead-1      p97.4400000000038   88.89333176480038  
 fig11   gryff         FileRead-1      p97.45000000000381   88.8939058650001  
 fig11   gryff         FileRead-1      p97.46000000000382  88.89402769000006  
 fig11   gryff         FileRead-1      p97.47000000000382     88.894497891    
 fig11   gryff         FileRead-1      p97.48000000000383  88.89492454000037  
